21,"N",56.4,-7.0,44.1,-7.3,321.6,-35.8,321.8,-139.4,393.0,-40.0,346.6,7.2,-5.7,0.5,0,0.310,"AC","MA"
-3,"T1",45.0,4.4,42.8,-6.0,263.2,22.6,364.4,-182.0,369.7,-16.7,276.1,77.7,-0.1,0.1,-2,-0.049,"AC","AC"
27,"T1",48.8,0.6,35.0,1.8,269.0,16.8,204.5,-22.1,384.2,-31.2,293.2,60.6,-19.5,0.1,0,0.310,"AC","CU"
5,"T1",41.4,8.0,40.5,-3.7,247.3,38.5,265.6,-83.2,351.5,1.5,306.0,47.8,-6.6,-0.8,0,-0.071,"AC","AC"
-6,"T1",42.0,7.4,43.6,-6.8,270.3,15.5,202.7,-20.3,349.0,4.0,394.7,-40.9,-18.9,0.2,-7,0.104,"AC","AC"
17,"T1",46.9,2.5,43.1,-6.3,277.1,8.7,200.9,-18.5,372.2,-19.2,422.3,-68.5,-32.9,0.5,0,0.104,"AC","IN"
7,"T1",47.2,2.2,40.2,-3.4,289.6,-3.8,235.2,-52.8,394.7,-41.7,383.6,-29.8,-4.6,0.8,0,0.027,"AC","AC"
-18,"N",41.4,8.0,40.5,-3.7,247.3,38.5,265.6,-83.2,351.5,1.5,306.0,47.8,-6.6,-0.8,0,-0.071,"AC","AC"
-2,"B",44.3,5.1,37.6,-0.8,287.6,-1.8,224.8,-42.4,351.4,1.6,299.5,54.3,-6.7,-0.5,0,0.104,"AC","SE"
-24,"N",39.5,10.9,47.4,-12.8,185.6,37.4,312.0,-57.2,407.2,28.4,343.6,1.4,15.4,-0.4,0,-0.319,"AC","SE"
18,"T1",51.5,-1.1,40.8,-6.2,253.7,-30.7,250.6,4.2,466.5,-30.9,378.5,-33.5,12.3,-0.7,0,0.077,"AC","AC"
-3,"T1",47.7,2.7,39.1,-4.5,258.2,-35.2,271.4,-16.6,436.0,-0.4,379.2,-34.2,14.3,0.6,0,-0.077,"AC","AC"
-4,"T1",45.5,4.9,41.7,-7.1,231.8,-8.8,400.6,-145.8,411.0,24.6,271.7,73.3,18.8,-0.1,2,-0.154,"AC","AC"
24,"T1",48.6,1.8,37.4,-2.8,263.0,-40.0,233.6,21.2,423.2,12.4,370.2,-25.2,15.5,-0.4,0,0.205,"AC","AC"
17,"T1",46.3,4.1,38.1,-3.5,244.2,-21.2,221.5,33.3,377.0,58.6,395.0,-50.0,5.8,0.8,-7,0.000,"AC","SE"
-4,"T1",40.3,-0.1,47.8,-1.0,232.6,-20.2,293.3,9.7,411.9,-16.5,422.1,-11.3,-11.9,0.7,0,-0.359,"AC","BT"
10,"T1",42.1,-1.9,50.6,-3.8,241.0,-28.6,443.9,-140.9,409.5,-14.1,266.3,144.5,17.5,-0.7,-1,-0.282,"AC","IN"
28,"T1",41.8,-1.6,39.5,7.3,255.8,-43.4,248.1,54.9,381.4,14.0,408.6,2.2,-2.1,1.0,0,-0.083,"AC","AC"
-18,"T1",44.3,-4.1,50.5,-3.7,258.0,-45.6,280.7,22.3,363.3,32.1,402.2,8.6,-3.2,1.1,7,-0.205,"AC","AC"
-10,"T1",46.4,-6.2,46.9,-0.1,248.4,-36.0,274.7,28.3,446.4,-51.0,411.4,-0.6,-3.2,-0.3,-7,-0.128,"AC","AC"
-8,"T1",41.3,-1.1,51.1,-4.3,245.6,-33.2,274.1,28.9,423.7,-28.3,404.2,6.6,-4.5,0.0,0,-0.282,"AC","AC"
-9,"T1",51.7,15.1,41.2,-0.8,303.3,54.9,253.9,11.1,365.3,20.3,349.3,-24.5,18.1,-1.3,-7,0.077,"AC","AC"
18,"N",62.6,4.2,40.4,0.0,345.4,12.8,257.0,8.0,408.1,-22.5,356.4,-31.6,25.4,0.6,-2,0.276,"AC","B2"
10,"T1",50.1,16.7,42.3,-1.9,283.5,74.7,306.9,-41.9,367.8,17.8,291.5,33.3,29.9,-1.0,2,-0.022,"AC","AC"
14,"T1",50.7,16.1,45.4,-5.0,306.5,51.7,244.0,21.0,365.3,20.3,380.2,-55.4,17.6,0.0,0,0.154,"AC","AC"
-10,"T1",51.8,15.0,44.9,-4.5,270.3,87.9,275.4,-10.4,369.7,15.9,338.9,-14.1,36.5,-0.2,0,0.049,"AC","AC"
