7,"T1",44.5,-1.5,41.7,-0.1,265.4,-50.4,341.7,-70.5,423.4,-47.2,336.8,46.4,0.5,-1.3,0,0.182,"AC","AC"
-4,"T1",40.4,2.6,42.8,-1.2,212.1,2.9,297.9,-26.7,381.4,-5.2,375.8,7.4,-13.9,0.4,0,-0.038,"AC","AC"
29,"T1",51.8,-8.8,37.5,4.1,299.4,-84.4,211.9,59.3,390.6,-14.4,405.7,-22.5,-35.6,-0.2,2,0.273,"AC","SB"
3,"T1",41.5,1.5,38.5,3.1,250.6,-35.6,255.1,16.1,360.3,15.9,370.1,13.1,8.9,0.1,0,0.091,"AC","AC"
6,"T1",41.3,1.7,44.8,-3.2,209.9,5.1,282.6,-11.4,307.1,69.1,393.6,-10.4,-14.5,0.8,0,0.091,"AC","AC"
22,"T1",42.3,0.7,42.9,-1.3,245.4,-30.4,304.3,-33.1,365.4,10.8,391.8,-8.6,12.8,-0.8,0,0.000,"AC","SE"
-34,"T1",36.6,-3.4,47.0,11.6,239.0,-47.2,345.2,106.2,342.7,-1.7,379.2,22.2,2.7,1.0,0,-0.273,"AC","AC"
-21,"T1",34.3,-1.1,59.5,-0.9,214.5,-22.7,468.5,-17.1,365.3,-24.3,381.3,20.1,2.0,-0.3,0,-0.485,"AC","AC"
3,"T1",37.4,-4.2,50.8,7.8,231.5,-39.7,333.2,118.2,362.1,-21.1,388.8,12.6,-6.2,0.9,0,-0.364,"AC","AC"
-23,"T1",48.4,-15.2,55.9,2.7,314.3,-122.5,402.0,49.4,398.6,-57.6,415.1,-13.7,10.2,0.5,0,-0.318,"AC","AC"
27,"T1",54.4,-4.0,45.1,-16.9,303.6,20.4,230.0,-63.8,480.5,-59.5,456.9,-55.3,22.9,0.6,-6,0.167,"AC","CU"
19,"T1",46.0,4.4,35.6,-7.4,297.6,26.4,190.6,-24.4,402.1,18.9,388.9,12.7,39.0,1.3,0,0.205,"AC","AC"
22,"T1",57.0,-6.6,40.7,-12.5,380.4,-56.4,259.4,-93.2,438.6,-17.6,415.2,-13.6,55.4,0.9,0,0.250,"AC","AC"
33,"T1",42.9,7.5,44.3,-16.1,280.6,43.4,325.9,-159.7,405.3,15.7,381.4,20.2,47.2,0.1,-2,0.083,"AC","AC"
22,"T1",54.5,-4.1,30.7,-2.5,387.7,-63.7,179.0,-12.8,411.2,9.8,371.3,30.3,45.2,0.4,0,0.568,"AC","AC"
-7,"T1",46.3,4.1,45.9,-17.7,303.9,20.1,238.9,-72.7,414.2,6.8,471.9,-70.3,28.5,0.3,2,0.167,"AC","SE"
-24,"T1",39.0,5.0,50.6,-12.8,317.3,7.3,235.6,-26.4,357.3,11.1,427.6,-41.0,8.5,-2.3,5,-0.167,"AC","AC"
17,"T1",51.3,-7.3,35.5,2.3,388.0,-63.4,200.5,8.7,384.9,-16.5,363.8,22.8,20.1,-1.3,-7,0.402,"AC","AC"
-14,"T1",34.8,9.2,49.7,-11.9,277.5,47.1,282.8,-73.6,337.0,31.4,380.6,6.0,-9.4,-2.1,0,-0.186,"AC","AC"
20,"T1",43.7,0.3,49.1,-11.3,299.7,24.9,253.0,-43.8,374.2,-5.8,474.6,-88.0,14.0,-0.7,-7,-0.083,"AC","BE"
-20,"T1",39.7,4.3,49.1,-11.3,280.9,43.7,347.4,-138.2,379.0,-10.6,373.9,12.7,22.1,-1.6,0,-0.083,"AC","AC"
