10,"T1",50.5,6.1,48.2,-7.4,210.5,-8.3,218.7,-67.7,554.9,92.9,451.1,56.7,25.3,-0.2,0,0.093,"AC","AC"
20,"T1",56.5,0.1,41.2,-0.4,287.5,-85.3,164.8,-13.8,531.4,116.4,499.6,8.2,8.7,1.9,0,0.369,"AC","AC"
20,"T1",58.6,-2.0,37.3,3.5,334.6,-132.4,162.9,-11.9,513.9,133.9,442.0,65.8,25.6,1.3,0,0.536,"AC","IN"
31,"T1",60.4,-3.8,50.6,-9.8,308.9,-106.7,199.1,-48.1,540.5,107.3,532.7,-24.9,8.5,0.5,0,0.170,"AC","MA"
-10,"T1",51.2,5.4,43.7,-2.9,217.7,-15.5,203.0,-52.0,569.3,78.5,495.7,12.1,-16.6,0.0,2,0.247,"AC","AC"
14,"T1",54.3,2.3,41.0,-0.2,234.9,-32.7,221.1,-70.1,536.1,111.7,423.4,84.4,13.5,1.0,0,0.369,"AC","AC"
6,"T1",56.0,10.2,42.0,-4.6,277.8,44.6,245.8,-9.2,487.5,-3.3,430.3,-53.3,-38.8,0.5,0,0.154,"AC","AC"
23,"T1",60.8,5.4,42.2,-4.8,314.7,7.7,327.3,-90.7,502.9,-18.7,365.2,11.8,-23.2,0.9,-4,0.192,"AC","SB"
-18,"T1",49.2,17.0,47.4,-10.0,247.8,74.6,251.9,-15.3,452.4,31.8,385.4,-8.4,-10.7,0.2,0,-0.093,"AC","AC"
56,"T1",70.0,-3.8,53.5,-16.1,317.7,4.7,298.3,-61.7,545.6,-61.4,455.5,-78.5,-14.9,0.6,7,0.121,"AC","MA"
34,"T1",55.3,10.9,46.5,-9.1,270.6,51.8,261.5,-24.9,473.1,11.1,385.7,-8.7,3.1,0.3,0,0.000,"AC","AC"
-3,"T1",53.5,12.7,47.0,-9.6,236.7,85.7,219.4,17.2,496.0,-11.8,512.4,-135.4,-22.2,0.5,0,-0.093,"AC","AC"
-31,"T1",36.9,-1.1,59.7,6.7,221.4,-93.4,341.7,18.9,401.1,13.1,429.9,58.3,23.3,-1.3,0,-0.609,"AC","BE"
-5,"T1",40.1,-4.3,61.0,5.4,173.4,-45.4,323.5,37.1,438.1,-23.9,441.3,46.9,30.7,-1.0,-7,-0.609,"AC","AC"
-29,"T1",34.0,1.8,61.9,4.5,150.6,-22.6,313.9,46.7,417.4,-3.2,441.0,47.2,16.9,-1.1,0,-0.702,"AC","AC"
-37,"T1",36.6,-0.8,66.3,0.1,182.3,-54.3,341.5,19.1,395.6,18.6,486.2,2.0,27.6,-1.3,0,-0.609,"AC","AC"
-17,"T1",38.7,-2.9,59.4,7.0,178.5,-50.5,379.6,-19.0,423.0,-8.8,429.7,58.5,10.9,0.0,-2,-0.455,"AC","AC"
10,"T1",58.4,-11.8,42.5,3.3,384.3,-129.3,226.9,6.3,472.6,11.0,460.7,30.1,18.5,0.9,-2,0.372,"AC","CU"
7,"N",45.3,1.3,50.0,-4.2,251.7,3.3,265.8,-32.6,463.1,20.5,469.9,20.9,31.6,0.2,7,0.000,"AC","SE"
17,"T1",51.5,-4.9,43.7,2.1,313.9,-58.9,205.9,27.3,449.3,34.3,491.1,-0.3,25.3,1.9,0,0.122,"AC","AC"
-8,"T1",49.3,-2.7,43.5,2.3,261.3,-6.3,262.2,-29.0,454.0,29.6,414.9,75.9,30.1,1.0,2,0.122,"AC","AC"
19,"T1",56.5,-9.9,40.8,5.0,307.8,-52.8,180.6,52.6,485.9,-2.3,452.5,38.3,11.2,0.8,-7,0.455,"AC","AC"
8,"T1",44.8,1.8,47.0,-1.2,274.8,-19.8,254.1,-20.9,452.5,31.1,448.8,42.0,43.0,-0.1,0,0.077,"AC","AC"
-7,"B",52.9,-6.3,59.4,-13.6,318.6,-63.6,272.1,-38.9,447.9,35.7,533.3,-42.5,20.9,0.6,0,-0.077,"AC","SE"
-14,"T1",46.6,5.8,49.1,-7.5,274.8,123.8,215.6,13.4,439.5,-68.3,539.8,-108.0,-5.5,-0.8,0,-0.247,"AC","AC"
10,"T1",44.9,7.5,53.9,-12.3,317.6,81.0,275.7,-46.7,374.1,-2.9,458.0,-26.2,16.7,-1.3,0,-0.154,"AC","AC"
24,"T1",56.5,-4.1,37.7,3.9,432.8,-34.2,201.9,27.1,375.6,-4.4,404.0,27.8,20.1,0.5,0,0.288,"AC","IN"
-24,"T1",42.3,10.1,49.5,-7.9,285.9,112.7,248.1,-19.1,395.9,-24.7,412.8,19.0,6.0,-1.1,5,-0.247,"AC","AC"
2,"T1",50.7,1.7,42.0,-0.4,341.8,56.8,213.7,15.3,392.9,-21.7,442.1,-10.3,1.7,0.2,0,0.205,"AC","AC"
-14,"T1",46.4,6.0,53.4,-11.8,309.2,89.4,291.7,-62.7,398.9,-27.7,414.3,17.5,-1.0,-1.0,0,-0.308,"AC","SE"
