37,"T1",52.5,-0.9,35.9,-4.1,317.6,-27.6,231.1,-49.5,416.7,68.9,396.4,45.2,6.4,-0.1,-7,0.386,"AC","IN"
-11,"T1",47.8,3.8,44.8,-13.0,253.4,36.6,184.8,-3.2,443.6,42.0,503.4,-61.8,-24.2,0.0,0,0.135,"AC","AC"
38,"T1",63.6,-12.0,37.1,-5.3,347.3,-57.3,200.8,-19.2,499.4,-13.8,409.8,31.8,-5.1,-0.5,-7,0.386,"AC","MA"
11,"T1",49.0,2.6,42.6,-10.8,296.2,-6.2,233.4,-51.8,467.4,18.2,444.5,-2.9,2.9,-0.6,0,0.167,"AC","AC"
5,"T1",54.5,-2.9,40.4,-8.6,278.5,11.5,288.3,-106.7,495.5,-9.9,382.1,59.5,-3.5,-0.1,0,0.386,"AC","AC"
20,"T1",43.5,8.1,36.7,-4.9,252.2,37.8,215.2,-33.6,434.3,51.3,411.0,30.6,-7.6,-0.3,0,0.167,"AC","AC"
6,"B",50.2,1.4,52.0,-20.2,252.9,37.1,293.3,-111.7,504.6,-19.0,443.3,-1.7,-11.3,0.3,0,0.058,"AC","WA"
1,"T1",57.5,-4.9,49.6,-14.4,292.2,13.8,355.5,-114.3,536.2,-73.0,403.4,-11.4,-11.9,0.2,0,0.212,"AC","B2"
-6,"T1",40.5,12.1,44.7,-9.5,270.9,35.1,258.2,-17.0,383.8,79.4,411.5,-19.5,-16.2,0.3,-5,-0.083,"AC","AC"
-3,"T1",42.2,10.4,43.4,-8.2,243.8,62.2,265.6,-24.4,452.4,10.8,438.8,-46.8,-4.6,1.0,0,-0.083,"AC","AC"
30,"T1",71.6,-19.0,27.3,7.9,354.6,-48.6,202.6,38.6,490.9,-27.7,361.5,30.5,0.6,1.4,2,0.667,"AC","IN"
29,"T1",63.4,-10.8,33.7,1.5,360.3,-54.3,247.7,-6.5,435.6,27.6,317.0,75.0,-14.9,1.5,0,0.576,"AC","AC"
21,"T1",48.3,4.3,46.5,-11.3,261.4,44.6,214.6,26.6,432.4,30.8,478.6,-86.6,-28.8,1.0,0,0.051,"AC","AC"
-45,"T1",29.0,3.2,70.9,3.3,220.5,33.7,398.0,16.6,275.2,-33.2,394.2,13.8,9.6,-1.5,1,-0.755,"AC","AC"
-7,"T1",42.2,-10.0,71.3,2.9,281.7,-27.5,526.0,-111.4,343.8,-101.8,320.5,87.5,41.3,-0.3,-7,-0.576,"AC","IN"
-25,"T1",36.2,-4.0,55.6,18.6,231.0,23.2,361.1,53.5,334.6,-92.6,399.3,8.7,-0.2,-1.5,-2,-0.492,"AC","AC"
-31,"T1",38.1,-5.9,66.0,8.2,235.5,18.7,301.3,113.3,321.8,-79.8,486.6,-78.6,-13.9,-0.5,0,-0.524,"AC","AC"
-38,"T1",44.8,-12.6,61.6,12.6,260.6,-6.4,404.8,9.8,373.7,-131.7,365.3,42.7,6.8,-0.6,0,-0.273,"AC","AC"
3,"T1",43.1,14.7,49.1,-5.1,211.9,-23.9,246.0,-29.2,434.8,130.4,416.3,-14.7,12.6,-0.7,0,-0.135,"AC","AC"
24,"T1",55.7,2.1,35.8,8.2,281.3,-93.3,214.9,1.9,468.1,97.1,351.6,50.0,31.5,0.1,0,0.524,"AC","BE"
17,"T1",57.6,0.2,46.5,-2.5,227.5,-39.5,305.9,-89.1,535.3,29.9,362.1,39.5,20.7,-0.1,0,0.252,"AC","AC"
8,"T1",53.9,3.9,46.5,-2.5,259.7,-71.7,243.2,-26.4,467.4,97.8,449.9,-48.3,33.8,0.2,-2,0.161,"AC","AC"
-5,"T1",46.6,11.2,42.8,1.2,201.2,-13.2,232.8,-16.0,474.1,91.1,391.0,10.6,16.6,-0.3,0,0.032,"AC","AC"
5,"N",41.8,16.0,55.8,-11.8,187.4,0.6,299.1,-82.3,436.8,128.4,391.0,10.6,23.5,-1.0,0,-0.231,"AC","AC"
-3,"B",45.9,11.9,56.4,-12.4,187.0,1.0,321.2,-104.4,494.3,70.9,409.6,-8.0,40.6,-0.6,0,-0.301,"AC","BT"
6,"T1",44.7,-7.7,38.1,2.1,292.0,15.6,205.4,2.4,406.3,-15.7,427.9,-0.7,-10.9,0.8,-7,0.129,"AC","AC"
15,"T1",37.7,-0.7,44.8,-4.6,292.5,15.1,278.7,-70.9,353.8,36.8,363.1,64.1,16.9,0.3,0,0.129,"AC","BE"
-3,"T1",36.2,0.8,40.9,-0.7,261.0,46.6,228.3,-20.5,386.8,3.8,403.8,23.4,2.9,0.7,0,0.000,"AC","AC"
1,"T1",36.1,0.9,46.4,-6.2,274.4,33.2,256.9,-49.1,391.3,-0.7,445.2,-18.0,15.1,0.0,7,-0.083,"AC","AC"
13,"T1",47.2,-10.2,44.6,-4.4,287.3,20.3,301.4,-93.6,448.0,-57.4,374.9,52.3,7.0,0.9,0,0.220,"AC","AC"
-7,"T1",34.9,2.1,49.6,-9.4,297.6,10.0,266.1,-58.3,364.9,25.7,442.6,-15.4,9.4,-0.1,0,-0.186,"AC","SE"
-28,"B",42.6,-5.6,50.1,-9.9,304.0,3.6,282.4,-74.6,419.0,-28.4,508.1,-80.9,12.6,0.8,0,0.000,"AC","MW"
-4,"T1",42.1,6.9,51.3,-1.3,255.4,14.2,318.7,12.7,445.1,53.1,416.4,-46.8,-5.0,-1.2,0,-0.212,"AC","AC"
-12,"T1",42.3,6.7,57.1,-7.1,244.5,25.1,438.1,-106.7,450.2,48.0,301.3,68.3,1.7,-1.7,0,-0.462,"AC","BE"
12,"T1",47.7,1.3,51.7,-1.7,286.0,-16.4,308.3,23.1,473.7,24.5,408.5,-38.9,-6.7,-0.8,0,-0.129,"AC","AC"
-19,"T1",37.4,11.6,58.8,-8.8,228.2,41.4,356.4,-25.0,403.3,94.9,375.0,-5.4,-10.3,-1.2,0,-0.392,"AC","AC"
-15,"T1",40.4,8.6,50.8,-0.8,225.6,44.0,310.7,20.7,469.9,28.3,427.6,-58.0,-9.6,-0.2,0,-0.295,"AC","AC"
20,"T1",50.7,3.5,37.7,-9.3,237.8,37.4,228.2,7.6,464.4,-33.4,375.0,-70.6,-24.6,0.2,-7,0.212,"AC","B2"
20,"T1",45.1,9.1,37.2,-8.8,284.1,-8.9,320.9,-85.1,380.9,50.1,296.8,7.6,-2.9,0.0,0,0.250,"AC","BE"
45,"T1",64.2,-10.0,30.3,-1.9,344.9,-69.7,245.0,-9.2,419.5,11.5,273.2,31.2,1.3,1.2,0,0.659,"AC","AC"
18,"T1",53.3,0.9,32.2,-3.8,275.8,-0.6,219.4,16.4,426.5,4.5,366.5,-62.1,-9.8,0.5,7,0.295,"AC","AC"
-4,"T1",47.2,7.0,32.7,-4.3,241.5,33.7,271.7,-35.9,429.1,1.9,347.5,-43.1,1.1,-0.3,0,0.167,"AC","AC"
8,"T1",50.3,3.9,40.9,-12.5,288.8,-13.6,260.5,-24.7,440.1,-9.1,375.9,-71.5,14.5,0.1,0,0.167,"AC","AC"
-9,"T1",41.8,-5.8,60.5,-8.1,269.0,-66.0,306.4,-30.0,464.1,-35.5,439.4,-17.4,20.8,-1.1,0,-0.315,"AC","BT"
14,"T1",42.1,-6.1,56.2,-3.8,251.7,-48.7,316.7,-40.3,438.0,-9.4,505.5,-83.5,23.5,0.0,-2,-0.129,"AC","MW"
2,"T1",41.2,-5.2,52.9,-0.5,252.7,-49.7,280.8,-4.4,438.9,-10.3,434.7,-12.7,24.3,-0.4,7,-0.129,"AC","AC"
2,"T1",33.9,2.1,52.0,0.4,192.3,10.7,283.2,-6.8,435.1,-6.5,453.8,-31.8,21.4,0.2,-2,-0.295,"AC","AC"
-3,"T1",43.0,-7.0,50.7,1.7,267.2,-64.2,273.0,3.4,399.1,29.5,460.1,-38.1,31.0,0.4,-7,0.000,"AC","AC"
3,"T1",55.1,-19.1,42.3,10.1,308.8,-105.8,265.3,11.1,418.3,10.3,332.0,90.0,11.1,0.7,-7,0.364,"AC","AC"
-4,"T1",33.7,7.9,51.5,-16.1,217.8,31.0,297.9,-83.5,344.4,36.0,381.7,1.3,6.9,-0.7,0,-0.263,"AC","AC"
-7,"T1",47.0,-5.4,35.7,-0.3,262.6,-13.8,208.7,5.7,401.2,-20.8,405.8,-22.8,-13.8,0.1,0,0.129,"AC","AC"
-21,"T1",38.4,3.2,44.0,-8.6,245.0,3.8,260.2,-45.8,386.2,-5.8,423.1,-40.1,12.2,-0.7,-5,-0.083,"AC","AC"
4,"T1",43.5,-1.9,47.3,-11.9,285.2,-36.4,218.5,-4.1,423.5,-43.1,437.5,-54.5,11.7,-1.1,-1,0.000,"AC","CU"
21,"T1",39.5,2.1,36.8,-1.4,260.0,-11.2,216.3,-1.9,388.0,-7.6,390.0,-7.0,-16.5,-0.5,0,0.220,"AC","SB"
6,"T1",45.8,-4.2,42.2,-6.8,290.1,-41.3,242.0,-27.6,375.0,5.4,440.6,-57.6,17.2,0.5,0,0.129,"AC","AC"
14,"B",38.8,2.8,40.7,-5.3,270.9,-22.1,310.2,-95.8,355.6,24.8,336.1,46.9,-6.9,-0.4,0,0.083,"AC","BE"
12,"T1",57.8,-4.4,55.4,-9.0,290.0,-4.8,297.1,5.3,526.9,-79.5,471.1,-21.9,-21.0,-0.3,0,-0.053,"AC","MA"
31,"T1",63.8,-10.4,39.3,7.1,349.9,-64.7,278.3,24.1,427.7,19.7,345.6,103.6,-13.2,1.1,0,0.492,"AC","AC"
5,"T1",48.7,4.7,52.1,-5.7,251.0,34.2,245.2,57.2,424.5,22.9,507.2,-58.0,-27.1,0.6,0,-0.032,"AC","AC"
48,"T1",72.0,-18.6,32.9,13.5,344.2,-59.0,233.2,69.2,483.0,-35.6,390.1,59.1,2.3,1.0,7,0.583,"AC","IN"
10,"T1",46.8,6.6,41.7,4.7,246.5,38.7,305.0,-2.6,437.3,10.1,419.9,29.3,-13.4,-0.4,0,0.000,"AC","AC"
-38,"T1",39.6,13.8,57.0,-10.6,236.0,49.2,341.9,-39.5,377.9,69.5,414.8,34.4,-3.6,-0.4,-7,-0.263,"AC","AC"
45,"T1",64.3,3.3,30.4,-4.6,360.1,21.3,267.5,-80.7,473.4,-93.0,272.7,35.7,-18.5,0.3,-1,0.483,"AC","MA"
44,"T1",53.9,13.7,31.4,-5.6,294.6,86.8,247.2,-60.4,403.8,-23.4,349.5,-41.1,-9.8,0.0,0,0.263,"AC","AC"
27,"T1",59.7,7.9,31.4,-5.6,352.5,28.9,217.3,-30.5,368.7,11.7,359.3,-50.9,23.5,1.3,0,0.483,"AC","CU"
20,"T1",49.7,17.9,38.7,-12.9,281.5,99.9,238.4,-51.6,411.0,-30.6,397.0,-88.6,0.7,1.0,-5,0.096,"AC","AC"
-20,"T1",48.0,19.6,40.0,-14.2,308.6,72.8,231.0,-44.2,342.4,38.0,369.7,-61.3,-10.9,0.3,2,0.096,"AC","AC"
27,"T1",60.0,7.6,30.9,-5.1,328.9,52.5,194.9,-8.1,401.2,-20.8,368.5,-60.1,-20.7,0.8,0,0.392,"AC","AC"
11,"B",57.6,10.0,56.3,-30.5,304.7,76.7,281.9,-95.1,400.2,-19.8,447.8,-139.4,-24.9,0.2,0,0.096,"AC","BE"
-4,"T1",53.7,-4.7,55.9,1.5,367.4,27.6,248.6,18.4,385.1,-62.5,533.2,-27.8,13.4,0.0,0,-0.091,"AC","SE"
10,"T1",53.3,-4.3,53.0,4.4,415.1,-20.1,271.0,-4.0,346.2,-23.6,508.7,-3.3,25.8,-0.2,-7,-0.091,"AC","CU"
-10,"T1",49.5,-0.5,53.2,4.2,363.2,31.8,268.3,-1.3,346.1,-23.5,501.8,3.6,13.1,0.3,0,-0.091,"AC","AC"
4,"T1",42.1,6.9,55.0,2.4,318.1,76.9,286.5,-19.5,357.3,-34.7,484.3,21.1,8.1,-0.9,0,-0.303,"AC","AC"
8,"T1",42.2,6.8,49.5,7.9,304.7,90.3,257.9,9.1,352.8,-30.2,442.9,62.5,-4.1,-0.2,-2,-0.220,"AC","AC"
-30,"T1",38.7,10.3,55.8,1.6,315.4,79.6,271.1,-4.1,313.5,9.1,468.2,37.2,-8.1,-0.6,0,-0.386,"AC","AC"
-9,"T1",42.5,0.5,51.2,1.8,234.2,-14.4,257.7,65.7,415.9,0.1,440.6,-8.0,1.0,0.6,0,-0.212,"B2","B2"
-28,"T1",40.3,2.7,65.9,-12.9,265.3,-45.5,268.7,54.7,388.4,27.6,605.1,-172.5,-34.1,-0.3,0,-0.295,"B2","B2"
-62,"T1",37.9,5.1,76.7,-23.7,240.8,-21.0,436.6,-113.2,380.0,36.0,453.5,-20.9,-11.8,-0.2,0,-0.545,"B2","B2"
10,"T1",52.8,-9.8,46.7,6.3,315.4,-95.6,315.6,7.8,422.2,-6.2,387.2,45.4,-6.2,1.8,0,0.091,"B2","B2"
3,"T1",54.3,-7.3,50.4,-3.2,333.1,-112.5,221.9,-21.5,428.8,16.8,535.2,-37.4,51.6,-0.3,0,0.038,"B2","MW"
39,"T1",62.3,-15.3,40.1,7.1,326.6,-106.0,178.6,21.8,486.8,-41.2,514.9,-17.1,38.3,2.1,0,0.538,"B2","WA"
21,"T1",54.7,-7.7,55.6,-8.4,249.5,-28.9,335.1,-134.7,527.4,-81.8,456.3,41.5,28.9,-0.3,0,0.084,"B2","B2"
31,"T1",45.5,1.5,46.0,1.2,193.6,27.0,234.2,-33.8,442.8,2.8,444.6,53.2,10.5,0.8,0,-0.045,"B2","B2"
29,"T1",52.7,-5.7,54.4,-7.2,261.6,-41.0,305.5,-105.1,439.8,5.8,473.4,24.4,12.0,0.3,0,-0.045,"B2","B2"
-27,"T1",44.5,2.5,48.3,-1.1,234.6,-14.0,196.2,4.2,430.7,14.9,473.2,24.6,29.2,0.4,0,-0.128,"B2","B2"
-67,"N",39.9,7.1,73.8,-26.6,241.2,-20.6,375.1,-174.7,394.8,50.8,486.1,11.7,16.4,-0.4,0,-0.462,"B2","B2"
-9,"B",41.1,5.9,49.9,-2.7,230.9,-10.3,253.2,-52.8,418.8,26.8,480.5,17.3,40.8,-0.5,0,-0.128,"B2","AC"
20,"T1",48.2,8.2,49.2,-10.8,236.7,-15.3,277.4,-72.0,496.4,-17.0,500.1,-15.5,33.9,1.2,0,0.000,"B2","BT"
-10,"T1",54.7,1.7,40.7,-2.3,272.4,-51.0,212.6,-7.2,456.0,23.4,450.3,34.3,-5.8,0.7,0,0.129,"B2","B2"
27,"T1",59.5,-3.1,39.4,-1.0,316.2,-94.8,256.6,-51.2,453.9,25.5,413.2,71.4,-12.0,2.5,0,0.220,"B2","B2"
28,"T1",55.9,0.5,45.5,-7.1,239.6,-18.2,241.1,-35.7,470.2,9.2,443.7,40.9,-24.8,1.6,0,0.129,"B2","B2"
14,"T1",51.8,4.6,42.7,-4.3,210.9,10.5,213.0,-7.6,488.6,-9.2,465.1,19.5,-34.0,0.9,0,0.045,"B2","B2"
-3,"B",46.8,9.6,52.4,-14.0,218.6,2.8,294.9,-89.5,460.9,18.5,450.1,34.5,-18.0,-0.6,0,-0.333,"B2","MW"
11,"T1",53.2,-8.4,35.5,8.5,352.1,-84.1,197.8,-31.2,372.3,19.1,397.8,42.2,2.4,0.1,0,0.402,"B2","SB"
20,"T1",47.9,-3.1,50.7,-6.7,267.2,0.8,230.8,-64.2,443.8,-52.4,439.1,0.9,18.7,-1.8,0,-0.053,"B2","WA"
-16,"N",45.5,-0.7,48.9,-4.9,224.6,43.4,260.8,-94.2,411.8,-20.4,397.6,42.4,7.8,-0.5,0,-0.083,"B2","B2"
10,"T1",51.6,-6.8,52.8,-8.8,285.3,-17.3,288.6,-122.0,412.7,-21.3,444.5,-4.5,1.5,-0.5,0,0.000,"B2","B2"
25,"T1",43.4,1.4,46.7,-2.7,258.3,9.7,179.3,-12.7,403.6,-12.2,444.3,-4.3,18.7,-0.4,0,-0.083,"B2","B2"
3,"T1",41.6,3.2,50.2,-6.2,236.7,31.3,194.0,-27.4,438.0,-46.6,459.7,-19.7,23.5,-1.7,0,0.000,"B2","B2"
14,"T1",55.7,-3.1,51.1,4.3,302.2,-25.4,251.4,6.4,413.2,-10.4,466.4,-5.4,-1.8,0.2,0,0.000,"B2","SB"
47,"T1",57.8,-5.2,42.0,13.4,359.3,-82.5,271.5,-13.7,417.1,-14.3,359.8,101.2,9.7,-0.5,7,0.273,"B2","SB"
9,"T1",48.3,4.3,50.1,5.3,221.7,55.1,262.9,-5.1,421.4,-18.6,426.2,34.8,1.3,0.1,0,-0.129,"B2","B2"
